"","x1","x2","x3","x4","x5"
"1807",610,514,41,5271,61910
"1808",667,494,33,5343,67982
"1809",392,488,34,5145,40332
"1810",331,507,48,5201,34051
"1811",453,492,39,4897,45979
"1812",330,505,41,5465,34083
"1813",290,500,39,5137,30020
"1814",314,512,25,4923,31982
"1815",414,505,38,5091,41876
"1816",298,488,36,4865,30659
"1817",361,488,33,5063,36824
"1818",377,489,44,4892,38595
"1819",400,487,35,5116,41113
"1820",388,497,37,4920,39504
"1821",499,484,38,5391,50966
"1822",355,507,30,5173,36256
"1823",455,510,41,4555,46382
"1824",502,503,25,4959,51470
"1825",373,502,37,4742,38717
"1826",472,491,27,4507,48046
"1827",421,502,43,5486,42966
"1828",340,488,38,5107,35043
"1829",268,509,36,4621,27924
"1830",462,512,39,4863,47073
"1831",304,497,31,5030,31282
"1832",385,486,33,4536,39799
"1833",394,513,45,5419,40319
"1834",348,491,37,5055,36131
"1835",369,510,34,4564,37978
"1836",475,488,43,4969,48693
"1837",230,500,44,4896,24125
"1838",489,491,30,5041,49466
"1839",363,502,48,5262,37824
"1840",382,498,32,5123,39254
"1841",416,495,45,4946,42863
"1842",358,500,39,5112,37099
"1843",387,508,47,4977,40121
"1844",337,505,45,4993,34320
"1845",429,488,41,5093,44015
"1846",393,504,39,5449,39778
"1847",349,497,36,4877,36142
"1848",316,504,40,5177,32561
"1849",441,504,42,5245,45004
"1850",433,499,41,4957,44074
"1851",330,501,40,4591,34054
"1852",494,490,43,5015,50285
"1853",409,507,53,4592,42018
"1854",395,487,44,5141,40562
"1855",276,498,28,4619,28819
"1856",476,502,43,4639,48182
"1857",404,489,45,4991,41463
"1858",374,502,52,5001,38404
"1859",361,498,46,4880,36617
"1860",542,488,36,5286,55318
"1861",615,501,34,4776,62615
"1862",426,485,28,4906,43840
"1863",348,499,36,5129,35627
"1864",342,501,64,5363,35052
"1865",503,495,32,4718,51113
"1866",520,505,38,4961,52951
"1867",322,500,35,5264,33478
"1868",426,505,44,5022,43688
"1869",397,492,50,5180,40556
"1870",420,499,36,4550,42810
"1871",569,504,38,4506,57641
"1872",466,511,46,4696,47964
"1873",448,507,37,5289,46047
"1874",230,493,41,4856,23813
"1875",277,498,30,5159,28361
"1876",395,508,39,5244,40571
"1877",421,500,32,4909,43421
"1878",396,508,40,4837,40602
"1879",227,496,37,5020,24444
"1880",237,525,44,4639,24927
"1881",322,499,47,5283,32945
"1882",394,513,34,5007,40818
"1883",364,502,39,5507,37580
"1884",359,488,49,5231,36875
"1885",475,501,45,4916,48436
"1886",375,504,36,4247,38090
"1887",576,493,45,5188,58418
"1888",485,500,33,4904,49759
"1889",397,501,32,4776,40499
"1890",445,494,41,4515,45578
"1891",355,484,48,5536,36091
"1892",400,500,31,4321,40589
"1893",381,494,40,4708,39326
"1894",509,505,30,5356,51615
"1895",326,500,37,5291,33462
"1896",304,505,39,4921,31697
"1897",208,489,35,4662,21501
"1898",331,480,28,5172,34154
"1899",470,505,34,5196,47994
"1900",374,506,48,5449,38309
"1901",431,507,42,4716,43922
"1902",424,491,44,5240,43892
"1903",436,500,36,5089,44661
"1904",352,504,37,5190,36331
"1905",444,501,53,5164,45810
"1906",401,508,47,5139,41299
"1907",481,503,31,4922,49398
"1908",483,486,38,4921,49917
"1909",481,508,34,5019,49225
"1910",390,477,38,5018,40033
"1911",458,501,38,5544,46793
"1912",494,493,35,5084,50468
"1913",374,484,37,4864,38975
"1914",351,501,27,5018,36286
"1915",326,497,46,4804,33034
"1916",397,489,38,5058,40958
"1917",417,500,43,5213,42458
"1918",371,503,34,5022,38083
"1919",357,486,31,4597,36194
"1920",311,498,40,5195,32233
"1921",372,510,37,5226,38438
"1922",451,497,31,5204,46098
"1923",339,494,38,5073,34969
"1924",354,496,37,4950,36509
"1925",431,489,40,5271,44367
"1926",475,503,40,4949,48100
"1927",336,481,40,4822,34821
"1928",423,506,43,4925,42743
"1929",397,495,45,4767,40891
"1930",332,507,38,5072,34022
"1931",388,505,39,4841,39589
"1932",496,493,38,5166,50581
"1933",404,509,34,4975,41117
"1934",353,512,33,4751,36100
"1935",306,498,38,5096,31144
"1936",268,503,29,4981,27362
"1937",353,492,36,5087,36192
"1938",491,503,35,4577,50387
"1939",457,491,44,4899,46872
"1940",472,501,42,5359,48629
"1941",248,494,31,4765,25769
"1942",471,497,40,4747,48283
"1943",499,502,40,4894,51406
"1944",477,504,40,4544,48658
"1945",431,489,46,5579,43744
"1946",401,493,38,4882,41036
"1947",434,497,31,5268,44160
"1948",433,487,32,5328,44732
"1949",453,502,44,5286,46614
"1950",300,499,42,4586,31526
"1951",455,501,31,5361,45838
"1952",301,504,40,5321,31282
"1953",303,504,38,4661,31587
"1954",357,503,39,5140,36587
"1955",395,488,33,4976,40577
"1956",446,500,41,5217,45632
"1957",375,501,44,4944,38681
"1958",398,501,33,5229,41060
"1959",307,503,37,4903,31712
"1960",346,503,34,4692,35914
"1961",269,489,42,5081,27786
"1962",365,506,36,5225,37408
"1963",417,499,50,5098,42912
"1964",339,491,45,4954,34625
"1965",310,485,33,4956,31832
"1966",407,489,41,4915,41965
"1967",406,517,42,5004,41246
"1968",401,506,52,5392,41453
"1969",428,490,43,5300,44052
"1970",367,492,41,5176,37700
"1971",459,493,46,4978,47119
"1972",424,506,31,4893,43414
"1973",322,509,41,5109,32909
"1974",348,506,50,4781,35093
"1975",327,515,40,4836,33886
"1976",286,502,49,5076,28948
"1977",305,509,44,5013,31712
"1978",405,513,42,4764,42081
"1979",395,496,36,4747,40199
"1980",416,499,33,4987,42332
"1981",413,506,33,5186,42311
"1982",362,504,39,4905,37307
"1983",417,504,43,4930,42648
"1984",483,492,34,5124,49013
"1985",523,490,45,4840,53382
"1986",413,507,31,5004,41922
"1987",264,499,34,5168,27640
"1988",370,507,35,5007,37879
"1989",384,512,58,4666,39317
"1990",494,507,38,4722,50200
"1991",361,486,44,4652,37306
"1992",408,506,41,4986,41399
"1993",501,502,30,4919,50986
"1994",422,509,32,4776,43549
"1995",380,495,30,4884,39059
"1996",358,501,37,5117,37102
"1997",382,500,46,4993,39418
"1998",425,500,49,4794,43560
"1999",306,505,45,4803,31339
"2000",401,509,28,4587,41343
"2001",376,496,33,4896,38602
"2002",370,484,37,5278,38046
"2003",415,498,36,4982,42364
"2004",396,490,34,4922,40488
"2005",372,502,24,4861,38294
"2006",366,480,31,5012,37822
"2007",449,504,38,5191,45779
"2008",339,519,47,4725,35040
"2009",323,510,27,5346,33214
"2010",320,492,33,5449,33409
"2011",339,509,23,4878,34931
"2012",367,496,35,4702,37701
"2013",377,493,33,4855,38720
"2014",417,494,33,4677,42651
"2015",359,504,39,4845,36795
"2016",329,490,49,5117,34269
"2017",369,498,49,5244,37948
"2018",444,493,33,5567,45761
"2019",327,507,44,5145,33480
"2020",296,512,43,5541,30726
"2021",319,499,46,5237,32938
"2022",366,501,41,5025,37707
"2023",340,521,47,4952,35189
"2024",398,501,41,4769,40580
"2025",441,508,41,5199,44646
"2026",375,497,37,5085,38486
"2027",501,498,42,5077,50798
"2028",355,501,32,4844,36823
"2029",595,494,50,4944,60579
"2030",471,495,44,5122,48127
"2031",199,488,30,5132,21106
"2032",407,500,51,4662,41800
"2033",485,494,41,4614,49734
"2034",304,503,33,5280,31180
"2035",352,506,38,5210,36167
"2036",322,506,38,5182,33395
"2037",470,492,39,5011,47794
"2038",457,495,33,5185,46894
"2039",355,512,38,4629,36221
"2040",363,510,37,4990,37105
"2041",458,493,35,5186,46638
"2042",579,480,39,4900,58847
"2043",312,511,38,4861,32342
"2044",559,509,42,4764,56743
"2045",557,493,30,4704,56946
"2046",337,497,46,4804,34100
"2047",345,496,31,5205,35421
"2048",244,494,48,4650,25586
"2049",538,499,31,5371,54869
"2050",706,505,34,5092,71126
"2051",395,484,36,5110,40308
"2052",345,500,35,5042,35489
"2053",434,490,28,5261,44401
"2054",477,497,53,4941,48818
"2055",321,499,48,5032,33125
"2056",191,500,45,4696,20196
"2057",294,498,39,5483,30557
"2058",400,500,43,5079,41205
"2059",432,493,49,5234,44337
"2060",300,496,40,5143,31241
"2061",342,508,42,4791,35459
"2062",442,495,40,5034,44714
"2063",251,516,40,4731,26275
"2064",386,496,36,4831,39759
"2065",378,500,26,5441,38933
"2066",377,501,50,4729,38462
"2067",360,500,44,5130,37301
"2068",460,520,37,4919,47196
"2069",410,499,53,4864,41986
"2070",506,494,38,4942,51563
"2071",382,499,42,5233,39137
"2072",433,494,44,4748,44615
"2073",435,500,40,4979,44348
"2074",347,489,33,4829,35598
"2075",436,495,37,4919,44656
"2076",438,494,34,4654,44722
"2077",408,496,31,5439,41224
"2078",383,501,44,4879,39145
"2079",323,490,33,4920,33180
"2080",539,490,38,4837,54751
"2081",490,509,30,5098,49460
"2082",490,496,28,4980,49691
"2083",485,494,23,4860,49538
"2084",354,487,43,5089,36449
"2085",436,487,37,5108,44685
"2086",412,485,54,5119,42047
"2087",392,494,42,4837,40272
"2088",537,503,40,5131,54832
"2089",431,506,37,5237,44528
"2090",427,496,42,5072,43976
"2091",449,505,37,4966,45665
"2092",521,511,36,5111,52917
"2093",417,504,35,5075,42551
"2094",341,497,38,4760,35483
"2095",415,495,46,5308,42541
"2096",375,487,47,5019,38344
"2097",404,508,41,4850,41751
"2098",287,511,33,5107,29403
"2099",430,497,41,4783,43994
"2100",354,507,41,4588,36254
"2101",374,490,33,5564,38972
"2102",350,502,31,5276,36230
"2103",363,509,36,5280,37260
"2104",414,489,26,5127,42198
"2105",554,493,37,5157,56389
"2106",314,491,36,5033,32588
"2107",458,499,28,5347,46786
"2108",253,486,34,4913,26211
"2109",316,506,35,5012,32425
"2110",406,497,40,5056,41760
"2111",208,485,41,4886,21795
"2112",378,487,39,4888,38797
"2113",375,505,41,4788,38350
"2114",266,503,27,4714,27613
"2115",542,506,30,5165,55060
"2116",435,506,31,4944,44699
"2117",457,500,33,4864,46467
"2118",447,508,41,4878,45599
"2119",323,504,45,4672,33792
"2120",442,510,28,5537,45108
"2121",407,496,54,5383,42000
"2122",527,497,30,5217,53559
"2123",494,498,34,5146,50579
"2124",388,496,43,5199,39558
"2125",443,491,38,5465,45195
"2126",363,505,43,4536,37433
"2127",369,535,65,9973,37888
"2128",353,517,68,9685,36226
"2129",370,546,78,9663,38044
"2130",415,526,66,9768,42734
"2131",375,532,76,10151,38444
"2132",233,528,63,10357,24796
"2133",347,530,70,10000,35487
"2134",417,519,64,10195,42078
"2135",373,532,69,9966,38371
"2136",405,530,67,9943,41523
"2137",520,529,79,10194,52927
"2138",487,526,61,10335,49799
"2139",400,519,70,9738,40787
"2140",334,528,66,9910,34474
"2141",365,524,70,9987,37843
"2142",417,522,76,10132,42642
"2143",377,534,66,9608,38750
"2144",446,528,78,9662,45253
"2145",423,540,71,9798,43592
"2146",370,528,60,9903,38132
"2147",388,532,65,9969,39674
"2148",383,534,66,10040,39125
"2149",496,535,70,9993,51027
"2150",334,531,73,9623,34062
"2151",626,538,74,10021,63571
"2152",481,547,67,10300,49032
"2153",350,526,74,9961,35795
"2154",336,545,67,9786,34828
"2155",362,536,72,9687,37022
"2156",368,535,73,9855,38149
"2157",551,526,84,10353,56226
"2158",312,539,83,10070,32550
"2159",277,530,75,9919,28870
"2160",415,526,77,10195,42301
"2161",465,526,71,10393,47686
"2162",390,539,67,9991,39853
"2163",410,524,71,9982,41957
"2164",429,530,56,9966,43874
"2165",231,536,77,10079,24015
"2166",486,516,60,9881,49840
"2167",372,526,69,9722,38601
"2168",332,523,60,9843,33555
"2169",399,519,67,9641,41007
"2170",483,519,74,10172,49121
"2171",504,527,70,9901,51188
"2172",363,543,70,9828,37119
"2173",451,539,68,10559,45669
"2174",273,525,76,9586,28155
"2175",386,532,71,9881,39801
"2176",451,525,79,10035,46479
"2177",484,524,76,10236,49591
"2178",366,525,61,9985,37552
"2179",527,528,65,10142,53873
"2180",380,527,64,9591,39053
"2181",337,531,69,9567,34664
"2182",281,524,71,10074,29210
"2183",471,528,54,9780,48052
"2184",525,524,79,10202,53674
"2185",420,541,77,9864,42834
"2186",349,526,62,9852,36139
"2187",380,530,64,10084,39390
"2188",340,541,70,10021,34979
"2189",450,539,75,9958,45864
"2190",413,534,71,10113,42589
"2191",290,531,68,9913,29545
"2192",375,526,63,9691,38616
"2193",372,529,70,10165,38020
"2194",353,532,61,9653,36113
"2195",404,523,65,10096,41424
"2196",417,537,80,10368,42676
"2197",394,541,71,9943,40172
"2198",321,522,63,10062,33192
"2199",376,536,70,9768,38371
"2200",426,547,66,9873,43465
"2201",362,548,66,9782,37152
"2202",363,543,81,9990,37214
"2203",464,536,68,9829,47186
"2204",427,524,66,9555,43607
"2205",426,515,77,9902,43808
"2206",487,531,74,9745,49741
"2207",416,531,79,9469,42453
"2208",322,527,66,9914,33545
"2209",361,529,63,10310,37103
"2210",520,543,65,10449,52777
"2211",343,531,72,9824,35479
"2212",351,517,83,9958,36204
"2213",455,530,72,9844,46482
"2214",388,536,83,9926,39612
"2215",396,529,73,10085,40774
"2216",366,537,63,10336,37526
"2217",325,531,59,9971,33472
"2218",454,524,84,9838,46563
"2219",528,523,75,9690,53236
"2220",550,532,70,10061,55855
"2221",423,528,73,9836,43392
"2222",240,528,69,9801,25086
"2223",446,528,70,9981,45586
"2224",419,530,70,9751,42655
"2225",539,543,73,10162,55580
"2226",477,538,86,9918,48705
"2227",368,533,79,10340,38309
"2228",479,533,79,10442,48877
"2229",439,530,84,10283,45138
"2230",324,531,63,9376,33155
"2231",314,520,76,10325,32404
"2232",438,524,53,9947,44561
"2233",388,528,71,10173,39414
"2234",337,530,60,9943,34294
"2235",559,525,61,10015,56535
"2236",473,532,78,10094,47907
"2237",588,526,63,9771,59723
"2238",320,535,73,9978,32787
"2239",535,530,76,9827,54537
"2240",329,516,52,10221,34446
"2241",526,529,70,10314,53215
"2242",520,527,65,9810,52641
"2243",465,524,70,9784,47250
"2244",520,533,68,9742,53085
"2245",401,538,72,9794,41380
"2246",533,529,59,9821,54126
"2247",319,516,72,10563,32662
"2248",480,528,74,10079,48774
"2249",335,527,68,9972,34579
"2250",380,528,70,9849,39084
"2251",330,534,73,9984,34087
"2252",237,547,62,9987,24387
"2253",414,534,71,10162,42577
"2254",545,526,70,10205,55539
"2255",198,522,58,10222,20964
"2256",383,525,61,9930,39401
"2257",518,533,65,9935,52817
"2258",245,526,52,10343,25621
"2259",270,524,70,9921,28324
"2260",379,526,69,9885,38821
"2261",428,535,75,10257,43985
"2262",550,531,63,9736,56256
"2263",449,532,57,9891,46233
"2264",370,541,60,10073,37576
"2265",451,528,68,10051,45835
"2266",509,534,67,10389,51671
"2267",452,528,66,10023,46127
"2268",282,513,72,10298,28785
"2269",471,519,77,10110,47945
"2270",492,531,64,9824,50382
"2271",338,530,74,10286,35112
"2272",467,512,68,9853,47470
"2273",432,542,64,9931,44198
"2274",333,522,56,9847,33974
"2275",419,532,69,9788,42420
"2276",445,522,75,9654,45427
"2277",303,516,64,10536,31504
"2278",320,534,84,9856,33261
"2279",327,533,79,9765,33629
"2280",383,530,65,9714,39548
"2281",436,535,65,9966,44799
"2282",489,518,74,9926,49484
"2283",402,536,57,9883,41385
"2284",433,531,76,9797,44095
"2285",331,534,76,10197,34012
"2286",359,517,75,9851,36495
"2287",299,537,73,9538,30524
"2288",373,537,78,9855,38397
"2289",484,536,64,10047,49241
"2290",360,524,77,10069,36703
"2291",392,523,68,10209,40204
"2292",529,525,75,9833,53633
"2293",389,524,72,10168,40134
"2294",347,525,74,9936,35611
"2295",394,526,79,10139,40404
"2296",451,517,59,10036,45911
"2297",362,530,72,9666,37637
"2298",309,516,70,9658,31933
"2299",259,531,59,9445,26693
"2300",218,520,77,9870,23079
"2301",409,522,66,10392,41918
"2302",353,519,71,9805,36252
"2303",529,543,60,10129,54039
"2304",362,533,68,10139,37256
"2305",384,546,65,10017,39084
"2306",346,521,74,9798,35810
"2307",360,527,79,10075,37270
"2308",439,537,72,10263,44628
"2309",373,542,71,9593,37937
"2310",574,535,80,9705,57973
"2311",325,524,84,9903,33708
"2312",455,517,61,9694,47003
"2313",294,521,65,10021,30181
"2314",333,536,73,9894,34216
"2315",358,540,66,10434,36442
"2316",441,534,65,10399,44871
"2317",416,538,68,10106,42461
"2318",516,531,68,9868,52195
"2319",333,519,64,9967,34702
"2320",437,528,72,10549,44777
"2321",594,532,75,9713,60942
"2322",300,529,81,9688,31106
"2323",600,522,76,10412,61482
"2324",538,545,73,10281,54968
"2325",398,535,62,9999,40871
"2326",333,521,72,10352,34190
"2327",395,520,72,10094,40594
"2328",466,523,72,10018,47553
"2329",410,532,58,9776,41915
"2330",370,525,73,9940,37578
"2331",404,531,70,9856,41397
"2332",369,534,74,9747,37830
"2333",460,522,64,10072,47143
"2334",416,534,78,9752,42639
"2335",385,531,68,9986,39249
"2336",428,517,55,10134,43878
"2337",465,530,66,10108,47328
"2338",350,522,59,9735,36231
"2339",429,534,71,9996,44468
"2340",467,512,68,9687,47768
"2341",326,535,70,9776,33812
"2342",411,534,75,9482,41916
"2343",366,518,70,9875,37450
"2344",317,543,73,9656,32770
"2345",274,536,56,9976,28413
"2346",423,537,71,9847,43508
"2347",329,526,69,10328,34065
"2348",457,536,70,10059,47022
"2349",473,527,58,9926,48797
"2350",385,545,70,9746,39438
"2351",468,524,67,9991,48004
"2352",434,532,74,10035,44062
"2353",363,535,67,10066,37698
"2354",436,534,73,9886,44524
"2355",471,522,59,10207,48034
"2356",338,530,80,10145,34731
"2357",424,531,81,9961,43029
"2358",295,531,74,10317,30360
"2359",473,524,73,9784,47913
"2360",464,527,69,10016,47106
"2361",480,540,68,10011,49160
"2362",327,511,59,9572,33923
"2363",407,527,71,9998,41823
"2364",402,529,66,9616,41281
"2365",225,528,67,10460,23440
"2366",474,534,73,9930,48207
"2367",390,539,65,10151,40297
"2368",361,546,78,9849,37317
"2369",488,532,58,9806,49282
"2370",492,527,65,9710,50171
"2371",229,530,66,10082,23883
"2372",314,520,65,9992,32069
"2373",451,538,57,10152,45913
"2374",351,530,75,10253,36081
"2375",330,521,78,9923,34213
"2376",262,528,76,10282,27098
"2377",485,537,65,9787,49769
"2378",426,519,71,10245,43390
"2379",330,533,67,9860,34197
"2380",459,517,64,10238,46944
"2381",425,519,64,9938,43852
"2382",358,525,62,10052,36718
"2383",367,537,67,9546,37595
"2384",385,519,69,9935,39368
"2385",439,540,58,10279,44831
"2386",384,536,63,10322,39101
"2387",365,524,69,9848,37578
"2388",427,533,75,10275,43656
"2389",412,523,71,10012,42069
"2390",485,529,68,9845,49936
"2391",415,533,65,9717,42448
"2392",320,519,70,10171,32923
"2393",422,537,82,10557,43253
"2394",334,527,76,9833,34275
"2395",428,520,76,10102,44091
"2396",438,532,66,9560,44731
"2397",389,527,80,10065,39759
"2398",355,528,91,10055,36353
"2399",391,531,67,10093,39899
"2400",406,517,72,9859,41375
"2401",354,530,78,10251,36204
"2402",454,517,66,9810,46447
"2403",390,523,77,9704,39978
"2404",368,530,74,10285,37710
"2405",513,522,60,9692,52356
"2406",335,526,66,10182,34752
"2407",279,547,70,10278,29078
"2408",432,526,75,9789,44134
"2409",511,519,63,10323,52153
"2410",439,508,51,9702,44865
"2411",378,524,72,9865,38834
"2412",471,513,61,9847,48007
"2413",404,526,74,9560,41810
"2414",306,526,69,9914,31450
"2415",510,521,64,10091,52070
"2416",469,526,71,10049,47675
"2417",462,516,59,10157,46765
"2418",390,514,66,10137,40207
"2419",398,535,82,10240,40578
"2420",394,539,68,10123,40394
"2421",430,537,54,9976,43968
"2422",400,528,68,10566,41177
"2423",352,516,70,10521,36382
"2424",334,536,51,9937,34463
"2425",338,547,67,9808,35084
"2426",410,528,71,10082,42110
"2427",458,530,62,9794,47147
"2428",601,520,82,9956,60899
"2429",422,543,70,10109,43288
"2430",408,524,71,10136,41974
"2431",389,527,72,10343,39923
"2432",256,536,67,9509,26885
"2433",471,512,52,10231,48670
"2434",375,524,59,9256,38561
"2435",446,520,77,10411,45932
"2436",344,535,58,10104,35393
"2437",498,520,78,10426,50412
"2438",306,535,71,10485,31798
"2439",348,538,71,9796,35747
"2440",520,517,78,10152,53064
"2441",444,527,63,9627,45279
"2442",290,523,81,10023,30183
"2443",341,532,74,10062,35120
"2444",553,537,66,10134,56560
"2445",436,526,81,9800,44328
"2446",423,527,66,10108,43100
"2447",344,529,73,10358,35150
"2448",357,528,67,9986,36494
"2449",339,529,58,10063,34917
"2450",399,547,76,9641,40724
"2451",399,517,79,10114,40506
"2452",334,537,62,10016,34158
"2453",406,526,64,10531,41551
"2454",405,524,80,10044,41450
"2455",439,542,63,9979,45055
"2456",324,527,71,9743,33614
"2457",539,530,60,9853,55072
"2458",387,516,74,9620,39855
"2459",330,520,68,10006,33790
"2460",561,535,70,9964,57154
"2461",453,542,58,9911,46300
"2462",331,512,71,10420,34376
"2463",337,531,68,9934,34307
"2464",512,525,79,9756,52112
"2465",481,532,70,9805,48906
"2466",321,535,76,10236,33340
"2467",324,533,80,9393,33569
"2468",389,522,75,9916,40013
"2469",157,514,61,10014,16544
"2470",229,535,69,10059,23705
"2471",412,517,69,9719,42021
"2472",485,524,64,10210,49033
"2473",368,521,78,10147,37611
"2474",373,543,60,9695,37541
"2475",405,527,80,9498,41479
"2476",479,536,62,10083,48950
"2477",503,532,75,10166,50914
"2478",357,520,80,9809,36747
"2479",523,524,67,9562,53367
"2480",342,527,58,10080,35297
"2481",385,532,72,9890,39279
"2482",470,528,79,9997,47380
"2483",456,518,73,10221,46638
"2484",464,535,80,10157,47541
"2485",480,545,73,10344,48835
"2486",332,523,79,9634,34063
"2487",472,533,84,9798,47817
"2488",398,524,71,10095,41054
"2489",395,539,74,9658,40589
"2490",324,532,74,10204,33685
"2491",185,529,66,9708,19588
"2492",448,534,65,10421,45939
"2493",341,528,71,10047,34880
"2494",441,526,84,9662,44602
"2495",502,525,74,10191,50975
"2496",360,522,68,10417,37786
"2497",360,528,70,10361,36837
"2498",392,533,69,9720,40118
"2499",473,531,80,9537,48533
"2500",484,537,64,10119,49453
"2501",541,526,76,9786,55266
"2502",376,532,63,10303,38521
"2503",513,538,82,9854,52118
"2504",470,536,69,9796,48188
"2505",344,538,65,9707,35586
"2506",285,528,74,9996,29598
"2507",370,528,64,10079,38346
"2508",446,529,84,10228,45775
"2509",488,531,81,10017,49839
"2510",543,537,58,10162,55548
"2511",441,539,67,9918,44889
"2512",324,529,65,10409,33387
"2513",386,532,75,9715,39827
"2514",313,532,64,10214,32298
"2515",437,531,71,9952,44622
"2516",536,526,59,10322,54491
"2517",605,533,78,9784,61622
"2518",380,539,58,9497,38720
"2519",445,530,67,9868,45717
"2520",440,540,71,9881,45458
"2521",417,522,76,9968,42558
"2522",340,524,65,9596,35239
"2523",498,528,66,10474,50868
"2524",426,513,57,10148,43456
"2525",404,522,66,10210,41757
"2526",381,526,68,9905,39212
"2527",315,520,74,9679,32272
"2528",474,537,65,9737,48265
"2529",248,525,78,10109,25374
"2530",429,533,62,9608,44011
"2531",413,546,64,9811,42060
"2532",408,539,67,10273,41834
"2533",331,528,77,10130,34132
"2534",386,536,83,9528,39478
"2535",259,528,65,9893,27084
"2536",494,518,75,9882,50479
"2537",203,535,72,10377,21082
"2538",368,538,74,9854,38103
"2539",466,536,55,9604,47699
"2540",196,533,68,10508,20650
"2541",445,531,45,9559,45023
"2542",281,532,65,10416,29490
"2543",290,538,68,10485,29827
"2544",357,529,66,9993,37071
"2545",492,529,64,9751,49957
"2546",382,537,63,10123,39527
"2547",275,524,76,10255,28524
"2548",404,534,77,9994,41545
"2549",370,518,69,9699,37800
"2550",409,508,68,10593,41776
"2551",528,532,68,9458,54185
"2552",303,532,83,9908,31690
"2553",314,535,66,9761,32569
"2554",305,523,65,9908,31502
"2555",493,532,64,9802,50224
"2556",372,530,66,9787,38257
"2557",352,534,79,9839,36050
"2558",374,544,69,10006,38669
"2559",394,545,72,10367,40754
"2560",527,527,70,10309,53718
"2561",333,532,66,10221,33862
"2562",345,518,71,9951,35437
"2563",417,521,64,9865,42751
"2564",438,507,75,10127,44528
"2565",574,523,67,10187,58304
"2566",303,528,72,9886,31852
"2567",321,522,79,10219,33627
"2568",444,527,76,9933,45282
"2569",397,525,72,9868,40709
"2570",520,536,61,9647,52734
"2571",467,524,76,10233,47849
"2572",437,507,61,9775,44678
"2573",411,532,61,10112,41717
"2574",260,515,79,10065,27206
"2575",444,532,70,10348,45519
"2576",428,533,62,10346,43331
"2577",452,537,84,9858,46172
"2578",508,524,68,10198,51640
"2579",335,536,79,9989,34593
"2580",302,531,62,10047,31143
"2581",413,526,64,9840,42450
"2582",284,530,60,10508,29571
"2583",546,527,68,9933,55341
"2584",422,521,69,10008,43180
"2585",521,532,70,10285,53159
"2586",362,529,87,9644,37011
"2587",485,514,76,9798,49753
"2588",365,530,61,9982,37691
"2589",484,522,69,10182,49187
"2590",408,537,68,10116,41981
"2591",575,538,71,10242,58670
"2592",481,525,81,9352,48760
"2593",289,529,65,9813,29934
"2594",284,530,62,10879,29664
"2595",429,529,65,10190,43627
"2596",570,529,70,10205,58416
"2597",396,535,72,10225,40212
"2598",248,529,73,9672,26007
"2599",340,528,59,9875,34577
"2600",336,537,66,9470,34725
"2601",378,529,77,9975,38672
"2602",365,519,66,10153,37988
"2603",378,532,77,10085,38940
"2604",377,525,72,9713,39148
"2605",588,527,57,10178,59870
"2606",323,523,74,10179,32941
"2607",317,523,75,9651,32501
"2608",385,534,68,10223,39281
"2609",447,540,69,9859,45996
"2610",376,534,68,10155,38198
"2611",348,525,77,9752,35710
"2612",441,519,80,10221,45152
"2613",261,537,67,10208,26846
"2614",416,510,66,9947,42170
"2615",336,515,66,10178,34467
"2616",370,527,55,10400,37617
"2617",473,518,70,10132,48218
"2618",486,522,71,10123,50212
"2619",374,526,72,10140,38232
"2620",348,533,72,10011,36361
"2621",387,525,74,9994,39348
"2622",358,525,59,10145,36237
"2623",462,517,83,9627,46806
"2624",400,544,62,9948,40941
"2625",432,515,62,10111,43833
"2626",407,536,64,9701,41618
"2627",370,527,72,9893,37535
"2628",264,545,74,9871,27095
"2629",269,524,78,9647,27310
"2630",408,524,74,10042,41701
"2631",339,534,75,9940,35216
"2632",477,524,71,9698,48446
"2633",340,517,65,10156,35090
"2634",340,523,73,9921,34837
"2635",426,531,74,9621,43598
"2636",250,525,64,10224,25998
"2637",398,531,79,10109,40202
"2638",435,531,75,9790,44495
"2639",478,512,64,9817,48969
"2640",436,522,56,10059,44779
"2641",374,533,68,9983,38161
"2642",431,521,54,10170,44114
"2643",206,535,66,9834,21527
"2644",416,534,63,10490,42592
"2645",460,539,71,10472,46968
"2646",380,552,74,9827,39165
"2647",376,532,70,10319,38739
"2648",383,535,75,9763,39727
"2649",273,521,71,9819,28339
"2650",479,532,71,10219,49501
"2651",471,522,62,9839,48098
"2652",324,528,79,9514,33905
"2653",345,528,63,10239,34865
"2654",409,524,64,10056,41908
"2655",473,543,82,10125,48530
"2656",469,527,73,10399,48305
"2657",352,542,84,9932,36395
"2658",424,540,59,10175,43484
"2659",364,530,79,10422,37814
"2660",372,532,79,9987,38083
"2661",474,534,74,9890,48377
"2662",361,518,67,10124,37245
"2663",425,539,62,10324,43674
"2664",361,555,69,9879,37344
"2665",438,534,75,9653,44985
"2666",489,523,74,10518,50381
"2667",518,535,65,9937,53142
"2668",402,541,69,10024,41378
"2669",434,544,68,9996,44394
"2670",328,532,55,9569,34089
"2671",429,520,80,10141,43905
"2672",407,524,69,9515,41795
"2673",283,545,61,10250,29682
"2674",381,531,80,9604,39139
"2675",404,520,63,10092,41049
"2676",446,529,66,10282,45668
"2677",375,522,67,9984,38414
"2678",432,520,71,9686,44470
"2679",439,521,73,9932,44885
